회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
947,11000000,10500000,NaN,커리어,본점,1,2.000000,0.000000,0,1
948,28679540,12604000,NaN,가공식품,잠실점,12,3.250000,0.538462,28,0
949,108056900,11500000,7000000.0,기타,잠실점,12,2.750000,0.303030,24,0
950,381844340,43848000,17128750.0,기타,인천점,83,4.722892,0.295918,4,1
951,425673320,27500000,12897600.0,스포츠,잠실점,66,2.681818,0.316384,5,1
952,457536760,24304000,104973800.0,농산물,본점,92,3.804348,0.137143,3,0
953,125721910,23376000,1669000.0,시티웨어,분당점,22,2.090909,0.391304,14,0
954,6336000,6336000,NaN,건강식품,잠실점,1,1.000000,0.000000,0,1
955,5075000,5075000,NaN,화장품,잠실점,1,1.000000,0.000000,0,0
956,31242990,17622000,NaN,축산가공,광주점,23,5.086957,0.470085,15,0
957,40480000,40480000,NaN,모피/피혁,본점,1,1.000000,0.000000,0,0
958,38000,38000,NaN,캐주얼,잠실점,1,1.000000,1.000000,0,0
959,75760300,60280000,1375000.0,스포츠,부산본점,6,2.333333,0.285714,51,1
960,391260,150000,NaN,축산가공,분당점,1,6.000000,0.000000,0,1
961,32805660,6393600,1989400.0,기타,본점,57,2.035088,0.086207,6,1
962,130194460,8100000,11300000.0,기타,분당점,69,10.028986,0.236994,5,0
963,36051000,14256000,NaN,시티웨어,영등포점,5,1.600000,0.625000,46,0
964,4708000,4708000,NaN,디자이너,영등포점,1,1.000000,0.000000,0,0
965,13619760,4884000,NaN,가공식품,본점,7,1.857143,0.153846,39,1
966,650000,650000,NaN,농산물,영등포점,1,1.000000,0.000000,0,1
967,193276570,19278000,10290000.0,기타,분당점,36,3.500000,0.142857,9,0
968,33401980,11750000,12715000.0,골프,본점,12,2.333333,0.035714,25,0
969,214468530,8100000,3640000.0,스포츠,부평점,118,2.432203,0.358885,3,0
970,20246500,13800000,NaN,가구,영등포점,3,1.000000,0.333333,14,1
971,91690940,38410000,11740000.0,스포츠,잠실점,36,1.944444,0.400000,9,0
972,96722900,17960000,NaN,남성캐주얼,영등포점,16,1.687500,0.407407,21,1
973,7048660,5473000,NaN,가공식품,인천점,5,5.400000,0.518519,62,0
974,494797870,38800000,64785500.0,가공식품,부평점,49,2.591837,0.267717,6,0
975,1025600,1020000,NaN,캐주얼,잠실점,2,1.000000,0.500000,44,0
976,7775700,1980000,NaN,섬유잡화,분당점,4,2.000000,0.250000,40,1
977,309636350,18936000,912000.0,기타,본점,70,3.714286,0.215385,4,0
978,154100000,154100000,NaN,주방가전,분당점,1,1.000000,0.000000,0,1
979,96954550,14490000,10326400.0,기타,잠실점,31,2.451613,0.039474,11,0
980,1182360,178500,NaN,농산물,관악점,2,10.500000,0.000000,65,0
981,7609400,3800000,NaN,일용잡화,분당점,3,2.000000,0.000000,54,0
982,55975450,11250000,1700000.0,수산품,본점,22,2.590909,0.245614,15,1
983,38680800,14250000,NaN,기타,부평점,20,4.050000,0.370370,16,0
984,150098050,17640000,11592800.0,시티웨어,잠실점,66,2.818182,0.290323,5,0
985,372428960,75000000,NaN,수산품,본점,40,3.450000,0.376812,9,0
986,2148000,1500000,NaN,구두,잠실점,2,1.500000,0.000000,17,1
987,4072470,2415000,NaN,육류,분당점,5,2.200000,0.363636,49,0
988,50514600,29136000,31154000.0,스포츠,부산본점,17,2.058824,0.200000,20,1
989,28513700,15870000,4762800.0,트래디셔널,일산점,11,1.909091,0.238095,30,0
990,143724150,7392000,12032000.0,캐주얼,미아점,51,3.941176,0.646766,6,1
991,877000,637000,NaN,섬유잡화,분당점,1,2.000000,0.000000,0,1
992,6643300,3996000,NaN,농산물,부산본점,3,3.000000,0.222222,74,0
993,1160200,828000,NaN,가공식품,잠실점,2,3.000000,0.833333,11,1
994,9691400,2375000,NaN,캐주얼,인천점,7,2.000000,0.357143,45,1
995,102138840,10825000,5659000.0,화장품,본점,63,1.492063,0.095745,5,0
996,2375860,1495200,NaN,가공식품,부평점,3,7.000000,0.238095,52,0
997,2671750,1470000,NaN,기타,광주점,3,2.000000,0.166667,67,1
998,210000,210000,NaN,농산물,본점,1,1.000000,0.000000,0,0
999,10577920,4080000,4250000.0,기타,영등포점,9,1.888889,0.235294,37,0
1000,368650950,17448000,46159400.0,골프,잠실점,54,3.407407,0.559783,6,1
1001,26789700,13491000,NaN,기타,동래점,13,1.769231,0.130435,27,1
1002,789500,375000,NaN,섬유잡화,부평점,1,5.000000,1.000000,0,0
1003,184489500,44544000,690000.0,명품,부산본점,11,1.909091,0.428571,29,0
1004,6769600,2592000,NaN,구두,본점,3,1.666667,0.000000,25,1
1005,46670650,10234000,3360000.0,시티웨어,분당점,15,2.466667,0.594595,19,0
1006,22757800,9856000,NaN,화장품,잠실점,12,2.083333,0.040000,26,0
1007,75472350,59500000,NaN,기타,일산점,9,1.777778,0.625000,30,0
1008,1656000,1656000,NaN,셔츠,잠실점,1,1.000000,1.000000,0,1
1009,187053900,23640000,NaN,화장품,본점,14,2.214286,0.645161,20,0
1010,6901950,4240000,NaN,가공식품,본점,4,4.500000,0.055556,85,0
1011,135139000,45540000,NaN,디자이너,강남점,5,2.800000,0.000000,62,0
1012,686345380,89188000,779100.0,농산물,일산점,115,3.095652,0.283708,3,1
1013,143119890,10305000,NaN,농산물,청량리점,122,5.803279,0.197740,2,1
1014,154799710,17500000,5976000.0,농산물,광주점,52,3.692308,0.359375,6,1
1015,5438800,4987500,4987500.0,남성캐주얼,부산본점,5,1.200000,0.166667,62,1
1016,111921630,11040000,6800000.0,농산물,분당점,48,12.145833,0.902230,7,1
1017,51519600,12875000,NaN,화장품,잠실점,15,1.533333,0.695652,23,1
1018,221146000,47550000,NaN,가공식품,본점,15,2.666667,0.500000,17,0
1019,685690,340000,NaN,가공식품,본점,2,4.500000,0.000000,145,1
1020,50386640,7625000,7197000.0,농산물,분당점,29,8.344828,0.223140,12,0
1021,3190800,2494800,NaN,통신/컴퓨터,영등포점,2,1.500000,0.666667,61,1
1022,192000,192000,NaN,스포츠,미아점,1,1.000000,0.000000,0,1
1023,16480000,14700000,NaN,캐주얼,분당점,2,2.000000,0.000000,41,0
1024,9513000,7920000,7820000.0,시티웨어,노원점,4,1.500000,0.000000,45,0
1025,1152000,1056000,NaN,섬유잡화,본점,1,2.000000,0.000000,0,1
1026,700000,440000,NaN,수산품,본점,2,2.000000,0.000000,10,1
1027,83279860,15900000,NaN,농산물,동래점,25,1.680000,0.071429,14,0
1028,93118780,17000000,NaN,농산물,본점,14,2.000000,0.035714,22,1
1029,123976360,12415000,770000.0,농산물,분당점,117,6.273504,0.391008,3,0
1030,66107000,18920000,NaN,시티웨어,영등포점,3,3.000000,0.000000,83,0
1031,4395000,1045000,NaN,섬유잡화,본점,6,1.166667,0.428571,50,1
1032,16342830,4740000,NaN,가공식품,부평점,23,5.739130,0.060606,15,0
1033,260000,250000,NaN,젓갈/반찬,일산점,1,2.000000,0.000000,0,1
1034,122073860,17800000,11117000.0,일용잡화,대전점,33,4.030303,0.330827,10,0
1035,9861900,4350000,NaN,명품,본점,7,1.857143,0.153846,40,0
1036,83578540,13650000,NaN,농산물,분당점,19,8.157895,0.432258,14,0
1037,162526350,33000000,86550900.0,농산물,분당점,63,3.650794,0.178261,5,0
1038,54510910,15962000,NaN,화장품,본점,10,2.200000,0.318182,31,0
1039,84869900,26640000,NaN,스포츠,본점,7,2.000000,0.071429,42,0
1040,45941400,19635000,605000.0,모피/피혁,영등포점,13,1.923077,0.440000,25,0
1041,27652300,6825000,NaN,화장품,분당점,13,3.076923,0.100000,26,0
1042,22318280,4116000,NaN,기타,부산본점,15,2.533333,0.394737,20,0
1043,9359400,6124800,8084800.0,셔츠,잠실점,4,2.500000,0.500000,23,0
1044,16912200,3823200,NaN,기타,본점,5,3.000000,0.133333,31,1
1045,1450000,1450000,NaN,화장품,노원점,1,1.000000,0.000000,0,1
1046,26930000,26450000,NaN,대형가전,청량리점,2,1.000000,0.000000,13,0
1047,70329850,14513000,NaN,화장품,잠실점,25,2.120000,0.169811,13,0
1048,676190,273750,NaN,농산물,대전점,1,8.000000,0.000000,0,0
1049,94158660,13680000,2511500.0,농산물,청량리점,55,4.236364,0.317597,6,0
1050,296831620,106700000,3404000.0,농산물,일산점,42,2.714286,0.131579,8,0
1051,331341840,88800000,12712400.0,농산물,본점,91,3.197802,0.309278,3,0
1052,108406350,9255000,31777200.0,아동,부산본점,39,3.025641,0.254237,8,0
1053,536741090,48250000,NaN,명품,잠실점,40,2.625000,0.133333,7,0
1054,8373200,3840000,NaN,일용잡화,부산본점,4,3.000000,0.000000,13,1
1055,5230000,1680000,NaN,시티웨어,노원점,5,1.400000,0.857143,51,0
1056,16280000,7984000,NaN,시티웨어,잠실점,3,1.333333,0.250000,27,0
1057,389671470,23828000,4950000.0,농산물,노원점,99,8.323232,0.253641,3,0
1058,6396800,1821600,NaN,수산품,강남점,4,4.000000,0.812500,75,1
1059,8289750,3225000,NaN,수산품,영등포점,8,2.750000,0.227273,18,1
1060,5368000,5192000,NaN,수산품,미아점,1,3.000000,0.000000,0,0
1061,391084450,73750000,62952900.0,침구/수예,본점,32,1.750000,0.446429,10,0
1062,296693670,126240000,16923000.0,디자이너,분당점,49,1.836735,0.033333,7,0
1063,6405000,4370000,NaN,섬유잡화,잠실점,2,2.500000,0.000000,16,1
1064,10129500,9660000,NaN,가공식품,본점,3,2.333333,0.000000,32,1
1065,51208130,14520000,2200000.0,농산물,잠실점,13,3.230769,0.119048,22,1
1066,19365000,13075000,NaN,기타,분당점,3,3.000000,0.444444,67,1
1067,70213230,12150000,NaN,육류,부산본점,21,1.571429,0.212121,16,0
1068,858800,512600,NaN,일용잡화,강남점,2,5.500000,0.000000,4,1
1069,393900,111250,NaN,가공식품,분당점,1,10.000000,0.000000,0,0
1070,6308850,2250000,NaN,가공식품,미아점,6,2.166667,0.230769,56,1
1071,3645340,348000,NaN,농산물,분당점,7,6.857143,0.541667,43,0
1072,56522800,28640000,NaN,가공식품,본점,2,2.000000,0.000000,1,0
1073,1229270,901600,NaN,육류,잠실점,1,2.000000,0.000000,0,1
1074,35665130,11988000,NaN,기타,잠실점,12,2.666667,0.343750,28,0
1075,157415750,22350000,74893600.0,아동,본점,81,1.888889,0.470588,4,0
1076,64569650,10800000,NaN,기타,잠실점,13,2.615385,0.323529,27,0
1077,210957850,39780000,NaN,기타,본점,8,6.000000,0.479167,37,0
1078,305608890,37490000,NaN,농산물,분당점,107,5.542056,0.295110,3,0
1079,150231000,19074000,NaN,건강식품,본점,13,1.230769,0.375000,23,1
1080,15276150,9600000,NaN,가공식품,강남점,11,5.454545,0.083333,21,0
1081,725600,520000,NaN,젓갈/반찬,본점,1,6.000000,1.000000,0,0
1082,70273600,31800000,NaN,셔츠,강남점,11,1.909091,0.666667,29,1
1083,183318120,30696000,11842500.0,기타,본점,27,3.148148,0.317647,12,0
1084,308719800,23166000,NaN,골프,대전점,28,2.607143,0.273973,12,1
1085,4468000,2380000,NaN,명품,본점,3,1.666667,0.600000,73,1
1086,2672000,1430000,NaN,셔츠,부산본점,2,1.000000,0.500000,89,1
1087,46798950,14740000,NaN,화장품,부산본점,25,1.680000,0.333333,14,1
1088,409829790,26000000,8425000.0,가공식품,동래점,89,2.966292,0.325758,4,0
1089,2124000,2124000,NaN,건강식품,부산본점,1,1.000000,1.000000,0,1
1090,70287210,6804000,NaN,기타,광주점,28,2.857143,0.600000,12,0
1091,52995460,8970000,NaN,기타,미아점,122,4.418033,0.176252,2,0
1092,320685450,80080000,72583900.0,가공식품,청량리점,117,2.811966,0.212766,3,1
1093,35818800,7500000,NaN,화장품,부산본점,10,2.000000,0.150000,35,0
1094,36602000,17290000,NaN,가공식품,본점,2,3.000000,0.000000,33,0
1095,39595630,21620000,18000.0,농산물,분당점,54,6.259259,0.313609,6,0
1096,54025980,7756000,NaN,기타,강남점,22,10.772727,0.417722,15,0
1097,131150,44000,NaN,기타,분당점,1,8.000000,0.000000,0,1
1098,700000,700000,NaN,시티웨어,영등포점,1,1.000000,0.000000,0,0
1099,82936100,19094400,NaN,가공식품,본점,14,2.428571,0.176471,23,0
1100,60000,55000,NaN,차/커피,일산점,1,2.000000,0.000000,0,0
1101,150851800,41800000,21820000.0,가공식품,본점,36,3.611111,0.238462,9,1
1102,73155750,59400000,58038000.0,가공식품,본점,7,3.285714,0.217391,1,0
1103,95875070,28875000,27236000.0,기타,광주점,32,3.656250,0.735043,10,0
1104,108067650,36850000,6780000.0,기타,청량리점,31,2.387097,0.297297,10,0
1105,29271000,7992000,NaN,기타,본점,7,2.000000,0.142857,47,0
1106,148373320,91540000,NaN,농산물,분당점,20,5.300000,0.113208,16,0
1107,14770000,11150000,NaN,기타,잠실점,3,1.666667,0.400000,42,1
1108,79467850,10035000,NaN,가공식품,잠실점,31,3.483871,0.537037,11,0
1109,700103410,41608000,12660000.0,가공식품,본점,145,1.855172,0.249071,2,0
1110,64850,58300,NaN,기타,청량리점,1,3.000000,0.000000,0,1
1111,144923030,37800000,NaN,농산물,미아점,24,3.541667,0.458824,13,0
1112,86096000,22484000,10780000.0,농산물,분당점,14,2.928571,0.121951,17,0
1113,7535000,6000000,NaN,화장품,본점,2,2.000000,0.000000,7,1
1114,12460000,12460000,NaN,화장품,본점,1,1.000000,1.000000,0,1
1115,10193250,5400000,NaN,화장품,본점,3,2.666667,0.250000,66,0
1116,1000000,1000000,NaN,구두,노원점,1,1.000000,1.000000,0,0
1117,316467530,39960000,36922000.0,기타,본점,69,2.768116,0.209424,5,0
1118,260506010,32949000,32201900.0,농산물,분당점,49,3.673469,0.277778,6,0
1119,15294950,9200000,552000.0,침구/수예,본점,4,2.000000,0.375000,59,0
1120,37157240,7000000,NaN,기타,본점,21,2.142857,0.355556,16,0
1121,1991650,384000,NaN,수산품,광주점,10,2.900000,0.206897,34,0
1122,1820000,5565000,5565000.0,트래디셔널,본점,2,2.000000,0.250000,0,0
1123,8088000,8000000,NaN,골프,동래점,1,2.000000,0.000000,0,1
1124,57580290,14910000,NaN,축산가공,일산점,9,3.555556,0.343750,32,1
1125,126063270,48631000,NaN,디자이너,대전점,9,2.555556,0.000000,39,0
1126,842469380,34096000,2080000.0,기타,본점,99,3.313131,0.192073,3,0
1127,70171000,22113000,2880000.0,화장품,부산본점,5,2.200000,0.090909,16,0
1128,5547500,3150000,NaN,캐주얼,강남점,2,2.500000,0.600000,25,0
1129,425940960,73600000,25217000.0,가공식품,본점,75,3.933333,0.284746,4,0
1130,56320430,22250000,NaN,농산물,분당점,17,5.647059,0.635417,19,1
1131,46601200,29650000,NaN,캐주얼,잠실점,1,3.000000,0.000000,0,0
1132,3427200,3427200,NaN,식기,본점,1,1.000000,0.000000,0,1
1133,374350,185900,NaN,수산품,본점,1,5.000000,0.000000,0,1
1134,4750000,4750000,NaN,화장품,강남점,1,1.000000,0.000000,0,0
1135,585851630,69889200,101783750.0,명품,잠실점,47,2.702128,0.511811,7,1
1136,85405340,17050000,750000.0,가공식품,노원점,34,1.823529,0.241935,10,0
1137,1209600,1209600,NaN,피혁잡화,잠실점,1,1.000000,1.000000,0,0
1138,4690000,3465000,NaN,화장품,부산본점,1,2.000000,0.000000,0,0
1139,38888700,15525000,NaN,기타,부평점,6,2.500000,0.466667,36,1
1140,381316070,57270000,109064000.0,기타,광주점,62,4.258065,0.219697,5,0
1141,4547000,3560000,NaN,구두,잠실점,2,1.000000,0.000000,11,0
1142,5044930,2079000,NaN,기타,포항점,2,7.500000,0.000000,3,1
1143,3450000,3450000,NaN,남성캐주얼,안양점,1,1.000000,0.000000,0,1
1144,274000120,96000000,33330000.0,농산물,분당점,26,4.461538,0.241379,13,0
1145,39191000,22344000,782000.0,스포츠,부산본점,8,1.500000,0.166667,33,0
1146,104467100,23161600,NaN,일용잡화,잠실점,16,1.937500,0.064516,21,0
1147,664800,420000,NaN,가공식품,잠실점,4,2.500000,0.000000,86,1
1148,7148650,5510000,NaN,수산품,본점,6,1.833333,0.363636,45,1
1149,2156960,841680,NaN,농산물,본점,1,4.000000,1.000000,0,0
1150,95889900,18700000,17407000.0,시티웨어,영등포점,22,2.272727,0.240000,15,1
1151,461036500,134400000,1010000.0,가공식품,본점,41,2.195122,0.300000,7,0
1152,3222640,2000000,1980000.0,구두,본점,3,2.333333,0.142857,107,0
1153,37151900,11281500,NaN,트래디셔널,잠실점,8,1.125000,0.000000,27,1
1154,22637150,4440000,1044000.0,화장품,잠실점,8,3.750000,0.333333,25,0
1155,43708200,17952000,NaN,가공식품,본점,8,3.750000,0.066667,28,0
1156,5290000,5290000,NaN,섬유잡화,분당점,1,1.000000,1.000000,0,1
1157,167225570,38640000,17916000.0,농산물,노원점,52,4.961538,0.197674,6,0
1158,205236790,43680000,11466000.0,디자이너,본점,20,2.150000,0.023256,17,1
1159,488018850,382096000,25859400.0,가공식품,본점,18,3.388889,0.377049,17,0
1160,56231810,9800000,14748000.0,명품,본점,61,2.196721,0.171642,5,0
1161,182391920,18000000,2616000.0,농산물,본점,73,3.726027,0.323529,4,0
1162,1110000,1020000,NaN,일용잡화,부산본점,2,1.500000,0.333333,32,0
1163,9325000,3750000,2816000.0,골프,본점,5,1.000000,0.400000,16,1
1164,162156650,12250000,NaN,수산품,본점,36,4.222222,0.177632,9,0
1165,12430000,10560000,NaN,피혁잡화,동래점,2,1.000000,0.500000,54,1
1166,68606850,7680000,2115000.0,기타,본점,32,2.750000,0.204545,10,0
1167,236121600,33593800,3219000.0,기타,광주점,39,3.102564,0.214876,8,0
1168,1157491780,264625000,154060000.0,명품,광주점,86,2.465116,0.278302,4,0
1169,861848140,50280000,210195200.0,기타,대전점,176,2.772727,0.290984,2,1
1170,437835200,27500000,40614400.0,기타,청량리점,66,2.560606,0.301775,5,0
1171,243245470,54408800,NaN,골프,본점,21,2.142857,0.533333,13,0
1172,205346450,24290000,6812000.0,농산물,동래점,35,6.085714,0.314554,9,0
1173,2898000,2898000,NaN,주방가전,잠실점,1,1.000000,0.000000,0,1
1174,758900,240000,NaN,가공식품,본점,3,4.666667,1.000000,32,0
1175,40943000,11990000,5544000.0,남성캐주얼,영등포점,11,2.636364,0.241379,25,1
1176,41399800,103500000,92000000.0,디자이너,부산본점,8,1.750000,0.000000,22,0
1177,28377300,5964000,NaN,기타,일산점,7,4.142857,0.620690,34,0
1178,1154400,1154400,NaN,주방용품,대전점,1,1.000000,1.000000,0,0
1179,20228700,6000000,NaN,캐주얼,잠실점,9,2.555556,0.086957,33,0
1180,15482050,3125000,NaN,기타,광주점,45,4.200000,0.317460,7,1
1181,270418080,43750000,NaN,가공식품,본점,16,5.875000,0.372340,15,0
1182,5751500,2672600,NaN,일용잡화,본점,12,1.333333,0.625000,26,1
1183,112905000,16656000,5480000.0,기타,광주점,26,2.730769,0.140845,12,1
1184,138432480,10992000,29770600.0,명품,잠실점,60,2.033333,0.229508,5,0
1185,6975000,6975000,NaN,시티웨어,부산본점,1,1.000000,1.000000,0,1
1186,133717240,47300000,960000.0,축산가공,강남점,46,4.000000,0.190217,7,1
1187,108546760,67980000,3762500.0,기타,분당점,38,2.552632,0.350515,9,0
1188,29851940,10500000,NaN,수산품,본점,21,2.142857,0.200000,14,0
1189,23977110,18312000,NaN,가공식품,일산점,93,1.741935,0.320988,3,0
1190,52254200,21000000,NaN,명품,부산본점,5,1.200000,0.500000,64,0
1191,38031910,3384000,NaN,수산품,본점,69,3.173913,0.849315,5,0
1192,1785000,1785000,NaN,스포츠,본점,1,1.000000,0.000000,0,1
1193,61048200,7656000,6759200.0,기타,영등포점,17,2.176471,0.324324,20,0
1194,53957330,14560000,NaN,수산품,강남점,8,12.875000,0.000000,42,0
1195,16990600,5520000,3100000.0,기타,분당점,12,2.083333,0.360000,15,1
1196,40018600,18354000,NaN,모피/피혁,노원점,3,2.666667,0.875000,98,0
1197,9934500,2875000,NaN,란제리/내의,잠실점,6,1.166667,0.142857,25,1
1198,9936000,9936000,NaN,주방용품,잠실점,1,1.000000,1.000000,0,0
1199,98356550,15019000,30490000.0,명품,영등포점,18,1.777778,0.062500,18,0
1200,101293490,18700000,2712500.0,농산물,부산본점,83,4.240964,0.250000,4,1
1201,750000,750000,NaN,셔츠,본점,1,1.000000,0.000000,0,0
1202,461300,194400,NaN,축산가공,본점,1,4.000000,1.000000,0,1
1203,129114630,25520000,NaN,가공식품,분당점,14,5.642857,0.417722,22,1
1204,42331620,17500000,NaN,수산품,잠실점,10,2.600000,0.192308,30,0
1205,73035200,14304000,NaN,디자이너,잠실점,8,2.625000,0.428571,35,0
1206,33529200,7436000,4810000.0,디자이너,일산점,7,2.285714,0.062500,27,1
1207,10097400,5475000,NaN,화장품,잠실점,2,2.000000,0.250000,26,1
1208,5985680,3920000,NaN,아동,광주점,3,1.666667,0.600000,47,1
1209,0,4200000,7350000.0,생활잡화,본점,2,2.000000,1.000000,0,0
1210,169595160,18270000,8152000.0,가공식품,본점,51,2.196078,0.312500,7,0
1211,118663000,25691000,NaN,디자이너,일산점,8,2.000000,0.312500,39,0
1212,67747050,7992000,2084000.0,아동,부산본점,17,1.705882,0.482759,18,0
1213,10580000,10580000,NaN,디자이너,대전점,1,1.000000,0.000000,0,0
1214,5431500,3401640,NaN,농산물,본점,2,1.000000,0.500000,129,1
1215,193636720,33408000,NaN,기타,광주점,40,2.025000,0.839506,8,1
1216,11475000,11016000,NaN,시티웨어,부평점,1,2.000000,0.000000,0,1
1217,64153400,33750000,NaN,구두,노원점,5,4.200000,0.857143,48,0
1218,76707020,21420000,4680000.0,가공식품,본점,15,2.600000,0.128205,22,0
1219,13073000,13055000,NaN,가공식품,노원점,2,3.000000,0.166667,4,1
1220,139742380,7980000,5456000.0,기타,잠실점,111,3.333333,0.278378,3,0
1221,1040000,988000,NaN,섬유잡화,본점,1,2.000000,0.000000,0,1
1222,97767200,15500000,9568000.0,명품,부산본점,14,1.642857,0.260870,24,0
1223,60563170,20205000,NaN,기타,영등포점,20,2.350000,0.255319,17,0
1224,10750000,10750000,NaN,화장품,잠실점,1,1.000000,0.000000,0,0
1225,53707880,19690000,120000.0,기타,본점,15,2.733333,0.048780,21,0
1226,480000,460000,NaN,섬유잡화,잠실점,1,2.000000,0.000000,0,1
1227,119579800,58600000,NaN,명품,본점,5,1.600000,0.000000,23,1
1228,67480850,23298000,NaN,농산물,분당점,26,2.230769,0.258621,12,0
1229,1490000,1490000,NaN,스포츠,영등포점,1,1.000000,0.000000,0,1
1230,1400000,1330000,NaN,섬유잡화,일산점,1,2.000000,1.000000,0,0
1231,199823650,35581000,1263300.0,기타,동래점,34,2.323529,0.227848,10,1
1232,9773440,1622400,NaN,기타,청량리점,22,3.818182,0.238095,15,0
1233,179200,179200,NaN,일용잡화,잠실점,1,1.000000,0.000000,0,0
1234,5496500,2072000,NaN,모피/피혁,본점,2,2.500000,0.600000,46,1
1235,16126000,14168000,NaN,시티웨어,잠실점,2,1.000000,0.500000,10,0
1236,57122430,12525000,156000.0,농산물,미아점,23,2.956522,0.132353,14,1
1237,23317150,3996000,2019600.0,가공식품,본점,14,3.642857,0.313725,20,0
1238,129538380,13176000,1039500.0,시티웨어,부평점,59,2.033898,0.358333,6,1
1239,54910260,19875000,NaN,가공식품,본점,19,3.684211,0.514286,17,0
1240,72799930,14700000,NaN,농산물,인천점,34,5.941176,0.183168,10,1
1241,14700000,14700000,NaN,가공식품,본점,1,1.000000,0.000000,0,1
1242,239972500,59950000,2136000.0,기타,본점,24,2.041667,0.244898,14,0
1243,538200,478400,NaN,캐주얼,영등포점,1,2.000000,0.000000,0,1
1244,8371500,2304000,NaN,식기,본점,10,1.500000,0.333333,33,1
1245,32203600,12776400,7308000.0,시티웨어,잠실점,5,2.000000,0.100000,69,0
1246,5300000,2600000,NaN,골프,부산본점,2,1.500000,0.000000,56,0
1247,193220750,48070000,10525000.0,가공식품,본점,36,7.388889,0.180451,9,0
1248,162500,156000,NaN,섬유잡화,본점,1,2.000000,0.000000,0,0
1249,3996000,3996000,NaN,건강식품,잠실점,1,1.000000,1.000000,0,0
1250,8470000,6930000,NaN,시티웨어,본점,2,1.000000,0.000000,3,0
1251,12345000,12000000,NaN,가공식품,잠실점,2,2.000000,0.000000,16,0
1252,1296000,1215000,NaN,화장품,분당점,1,2.000000,0.000000,0,1
1253,1230750,896000,NaN,가공식품,부산본점,9,2.666667,0.583333,28,0
1254,171814960,36837500,NaN,기타,미아점,20,2.900000,0.413793,15,0
1255,342701800,114540000,23100000.0,가공식품,일산점,21,3.714286,0.461538,16,1
1256,75614650,13200000,34361800.0,가공식품,본점,40,6.425000,0.431907,6,0
1257,144597000,76340000,NaN,캐주얼,분당점,5,1.600000,0.750000,45,0
1258,3979500,3790000,NaN,시티웨어,청량리점,1,2.000000,0.000000,0,0
1259,200111110,17420000,437000.0,기타,미아점,41,4.243902,0.275862,8,0
1260,8066710,2592000,NaN,가공식품,미아점,14,2.714286,0.263158,21,1
1261,7475000,3675000,NaN,화장품,본점,3,1.333333,0.000000,116,0
1262,110000,110000,NaN,수산품,본점,1,1.000000,0.000000,0,1
1263,232330000,27780000,11067000.0,디자이너,잠실점,31,1.387097,0.186047,11,0
1264,96600,88550,NaN,농산물,본점,1,2.000000,0.000000,0,0
1265,7186560,315000,NaN,가공식품,본점,23,5.608696,0.201550,15,1
1266,30859200,23560000,NaN,기타,잠실점,4,1.750000,0.142857,15,0
1267,84281400,44850000,NaN,가공식품,본점,7,1.714286,0.166667,42,1
1268,130406840,13524000,8668800.0,명품,본점,44,3.022727,0.571429,8,0
1269,3303000,2772000,NaN,스포츠,영등포점,1,5.000000,0.000000,0,0
1270,10565890,8750000,NaN,젓갈/반찬,분당점,6,2.500000,0.400000,53,0
1271,22979910,3938880,NaN,수산품,본점,46,2.260870,0.336538,7,0
1272,74613560,16081600,NaN,트래디셔널,본점,10,2.600000,0.692308,23,1
1273,32661000,12672000,NaN,시티웨어,동래점,10,1.600000,0.062500,35,0
1274,212403400,23475000,NaN,기타,강남점,20,2.850000,0.070175,15,0
1275,460566780,52650000,66671000.0,디자이너,본점,50,2.780000,0.122302,6,0
1276,75662450,24000000,NaN,기타,청량리점,39,5.282051,0.237864,8,0
1277,3765000,2178000,NaN,모피/피혁,영등포점,2,1.500000,0.000000,12,1
1278,20728000,9750000,NaN,란제리/내의,본점,3,1.333333,0.500000,53,1
1279,1824000,1200000,NaN,주방용품,본점,1,2.000000,1.000000,0,1
1280,9099000,3500000,NaN,기타,광주점,5,2.400000,0.166667,14,1
1281,205025530,22000000,20110000.0,디자이너,광주점,56,2.250000,0.166667,6,0
1282,396000,176000,NaN,육류,분당점,1,3.000000,0.000000,0,1
1283,48750970,13420800,2304000.0,기타,분당점,6,3.666667,0.772727,55,1
1284,35336000,19550000,184000.0,시티웨어,본점,4,1.500000,0.333333,45,0
1285,43676850,15500000,442000.0,기타,잠실점,14,2.000000,0.107143,13,0
1286,1031710,332500,NaN,가공식품,전주점,4,2.000000,0.750000,75,1
1287,320000,897000,936000.0,모피/피혁,영등포점,3,2.000000,0.333333,11,0
1288,145580,61040,NaN,농산물,분당점,1,5.000000,0.000000,0,0
1289,120948340,26200000,NaN,가공식품,부평점,41,3.682927,0.496689,8,0
1290,16353000,12000000,12125000.0,기타,영등포점,6,1.833333,0.181818,9,0
1291,51335490,5750000,NaN,기타,청량리점,36,3.888889,0.264286,9,0
1292,173489250,32000000,3432000.0,화장품,분당점,21,2.761905,0.362069,16,0
1293,310152120,32808000,NaN,기타,관악점,44,6.500000,0.290210,8,0
1294,4670000,3200000,600000.0,골프,울산점,3,1.000000,0.333333,25,0
1295,374833740,50370000,15546200.0,기타,영등포점,64,2.578125,0.369697,5,1
